id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop
267073;04/02/2020;terça-feira;16:15:00;SP;116;278;EMBU DAS ARTES;Defeito Mecânico no Veículo;Colisão com objeto em movimento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;3;0;1;0;1;1;1;3;-23,65508;-46,84919;SR-SP;DEL6/4;UOP01/SP
267075;09/01/2020;quinta-feira;19:20:00;RO;364;341,2;JI-PARANA;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Interseção de vias;Sim;2;0;0;1;1;0;1;2;-10,88821;-61,93217;SR-RO;DEL21/2;UOP01/RO
267077;04/02/2020;terça-feira;16:45:00;PR;369;523;CASCAVEL;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Interseção de vias;Sim;3;0;0;2;1;0;2;2;-24,95975;-53,39884;SR-PR;DEL7/4;UOP01/PR
267078;04/02/2020;terça-feira;15:00:00;PA;316;84;SAO FRANCISCO DO PARA;Ingestão de Álcool;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;2;0;0;0;2;0;0;2;-1,310193;-47,74456;SR-PA;DEL19/1;UOP02/PA
267079;04/02/2020;terça-feira;17:24:00;PB;230;16,3;JOAO PESSOA;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Desvio Temporário;Não;2;0;1;0;1;0;1;2;-7,1039;-34,8458;SR-PB;DEL14/1;UOP01/PB
267080;04/02/2020;terça-feira;15:05:00;PA;316;76;SAO FRANCISCO DO PARA;Ingestão de Álcool;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;2;0;0;0;2;0;0;2;-1,298629;-47,8145;SR-PA;DEL19/1;UOP01/PA
267081;04/02/2020;terça-feira;15:10:00;PA;316;68;CASTANHAL;Ingestão de Álcool;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Chuva;Simples;Reta;Sim;2;0;0;0;2;0;0;2;-1,294405;-47,88382;SR-PA;DEL19/1;UOP01/PA
267082;04/02/2020;terça-feira;14:00:00;RJ;101;436;MANGARATIBA;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;2;0;0;1;1;0;1;1;-22,94335;-44,06046;SR-RJ;DEL5/3;UOP01/RJ
267083;04/02/2020;terça-feira;15:00:00;RS;158;322;SANTA MARIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Rotatória;Sim;4;0;2;0;1;1;2;2;-29,69143;-53,77424;SR-RS;DEL9/9;UOP01/RS
267084;04/02/2020;terça-feira;12:00:00;SC;470;79,7;INDAIAL;Defeito Mecânico no Veículo;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Nublado;Simples;Reta;Não;1;0;0;0;0;1;0;1;-26,95156;-49,30653;SR-SC;DEL8/4;UOP01/SC
267085;04/02/2020;terça-feira;16:00:00;SC;470;91;APIUNA;Mal Súbito;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Não;1;0;1;0;0;0;1;1;-26,97769;-49,3692;SR-SC;DEL8/4;UOP01/SC
267086;04/02/2020;terça-feira;12:40:00;CE;222;107,4;ITAPAJE;Pista Escorregadia;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;1;0;0;1;0;0;1;1;-3,761549;-39,47092;SR-CE;DEL16/4;UOP03/CE
267087;04/02/2020;terça-feira;17:00:00;MG;381;684,5;RIBEIRAO VERMELHO;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-21,16209;-45,12062;SR-MG;DEL4/4;UOP02/MG
267088;04/02/2020;terça-feira;17:48:00;PE;101;69,5;RECIFE;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-8,059516;-34,94581;SR-PE;DEL11/1;UOP01/PE
267090;04/02/2020;terça-feira;16:50:00;SP;116;166,5;JACAREI;Desobediência às normas de trânsito pelo pedestre;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Não Informado;Sim;3;0;1;1;0;1;2;2;-23,30056;-46,01687;SR-SP;DEL6/2;UOP01/SP
267091;04/02/2020;terça-feira;16:20:00;PR;277;701,9;SAO MIGUEL DO IGUACU;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-25,41564;-54,34469;SR-PR;DEL7/5;UOP01/PR
267094;04/02/2020;terça-feira;17:50:00;MG;381;914,9;CAMANDUCAIA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Fatais;Anoitecer;Crescente;Chuva;Dupla;Curva;Não;3;1;2;0;0;0;2;1;-22,75611;-46,15528;SR-MG;DEL09;UOP03/MG
267095;04/02/2020;terça-feira;13:20:00;RO;364;495;ARIQUEMES;Defeito na Via;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;0;1;2;-10,07324;-62,97343;SR-RO;DEL21/3;UOP01/RO
267096;04/02/2020;terça-feira;18:05:00;PB;101;87,9;JOAO PESSOA;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;2;0;0;2;-7,1651;-34,8941;SR-PB;DEL14/1;UOP01/PB
267097;04/02/2020;terça-feira;18:00:00;RS;116;528;CAPAO DO LEAO;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-31,75074;-52,41851;SR-RS;DEL9/7;UOP01/RS
267098;04/02/2020;terça-feira;18:00:00;SC;101;216,5;PALHOCA;Falta de Atenção à Condução;Colisão transversal;Sem Vítimas;Pleno dia;Crescente;Nublado;Simples;Não Informado;Sim;2;0;0;0;2;0;0;2;-27,65185;-48,67605;SR-SC;DEL8/1;UOP02/SC
267099;04/02/2020;terça-feira;18:00:00;DF;40;5,8;BRASILIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;2;0;1;2;-16,0209;-47,98054;SR-DF;UOP01/DF;
267100;04/02/2020;terça-feira;14:40:00;MA;10;335,5;ACAILANDIA;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;0;1;1;0;1;2;-4,819935;-47,50918;SR-MA;DEL18/4;UOP03/MA
267101;28/01/2020;terça-feira;10:30:00;RR;174;502;BOA VISTA;Carga excessiva e/ou mal acondicionada;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;3;0;0;1;2;0;1;2;2,787376;-60,69952;SR-RR;UOP01/RR;
267102;04/02/2020;terça-feira;18:30:00;PR;163;273;QUATRO PONTES;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Fatais;Anoitecer;Decrescente;Céu Claro;Simples;Reta;Não;5;1;1;2;1;0;3;2;-24,62348;-53,90765;SR-PR;DEL7/6;UOP04/PR
267103;04/02/2020;terça-feira;18:40:00;ES;101;220,2;IBIRACU;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Simples;Reta;Não;3;0;0;2;1;0;2;2;-19,86379;-40,39171;SR-ES;DEL12/2;UOP01/ES
267104;04/02/2020;terça-feira;18:00:00;RS;386;354;ESTRELA;Desobediência às normas de trânsito pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Não;3;0;2;0;1;0;2;2;-29,50894;-51,94229;SR-RS;DEL9/4;UOP02/RS
267105;04/02/2020;terça-feira;17:00:00;RJ;116;188,9;QUEIMADOS;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Reta;Sim;2;0;1;0;0;1;1;1;-22,73584;-43,54767;SR-RJ;DEL5/1;UOP02/RJ
267106;04/02/2020;terça-feira;17:50:00;PR;376;625;SAO JOSE DOS PINHAIS;Desobediência às normas de trânsito pelo condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Anoitecer;Crescente;Garoa/Chuvisco;Dupla;Rotatória;Não;1;0;0;1;0;0;1;1;-25,65218;-49,15731;SR-PR;DEL7/1;UOP01/PR
267109;04/02/2020;terça-feira;18:20:00;MG;381;908,4;CAMBUI;Velocidade Incompatível;Colisão com objeto estático;Com Vítimas Feridas;Anoitecer;Crescente;Chuva;Dupla;Não Informado;Não;1;0;1;0;0;0;1;1;-22,68071;-46,10112;SR-MG;DEL09;UOP03/MG
267110;04/02/2020;terça-feira;17:00:00;RS;116;249;SAO LEOPOLDO;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-29,77676;-51,15555;SR-RS;DEL9/1;UOP02/RS
267111;04/02/2020;terça-feira;16:50:00;AM;174;972,1;MANAUS;Falta de Atenção à Condução;Saída de leito carroçável;Sem Vítimas;Anoitecer;Crescente;Céu Claro;Simples;Reta;Não;1;0;0;0;0;1;0;1;-2,207126;-60,01829;SR-AM;UOP02/AM;
267112;04/02/2020;terça-feira;19:00:00;PR;277;303,3;PRUDENTOPOLIS;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Reta;Não;2;0;1;0;1;0;1;2;-25,31323;-51,175;SR-PR;DEL7/3;UOP02/PR
267113;04/02/2020;terça-feira;15:40:00;SC;470;213,4;SAO CRISTOVAO DO SUL;Velocidade Incompatível;Tombamento;Com Vítimas Fatais;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1;1;0;0;0;0;0;1;-27,30955;-50,23458;SR-SC;DEL8/5;UOP03/SC
267115;04/02/2020;terça-feira;18:30:00;GO;60;6;ALEXANIA;Desobediência às normas de trânsito pelo condutor;Tombamento;Com Vítimas Feridas;Anoitecer;Decrescente;Nublado;Dupla;Reta;Não;2;0;1;0;1;0;1;1;-16,09417;-48,51721;SR-DF;UOP03/DF;
267116;04/02/2020;terça-feira;19:00:00;BA;418;107;NOVA VICOSA;Desobediência às normas de trânsito pelo condutor;Colisão frontal;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;0;1;1;0;1;2;-17,89663;-40,02742;SR-BA;DEL10/9;UOP03/BA
267117;04/02/2020;terça-feira;19:00:00;BA;116;11,9;VITORIA DA CONQUISTA;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Interseção de vias;Sim;2;0;1;0;1;0;1;2;-14,851;-40,8485;SR-BA;DEL10/8;UOP01/BA
267118;04/02/2020;terça-feira;18:45:00;PR;277;578;CASCAVEL;Não guardar distância de segurança;Engavetamento;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;0;0;0;3;0;0;3;-24,98386;-53,34956;SR-PR;DEL7/4;UOP01/PR
267119;04/02/2020;terça-feira;19:35:00;BA;116;13;VITORIA DA CONQUISTA;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;5;0;3;0;2;0;3;2;-14,88463;-40,8707;SR-PE;DEL11/5;UOP03/PE
267121;04/02/2020;terça-feira;18:20:00;MS;262;105,1;AGUA CLARA;Pista Escorregadia;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Reta;Não;3;0;1;0;1;1;1;2;-20,55082;-52,53774;SR-MS;DEL3/7;UOP02/MS
267122;04/02/2020;terça-feira;19:45:00;SC;470;64,1;INDAIAL;Não guardar distância de segurança;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Chuva;Simples;Reta;Não;2;0;0;0;2;0;0;2;-26,86987;-49,20186;SR-SC;DEL8/4;UOP01/SC
267123;04/02/2020;terça-feira;13:40:00;MA;316;440,6;PERITORO;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;2;0;2;0;0;0;2;1;-4,428898;-44,21014;SR-MA;DEL18/3;UOP01/MA
267125;04/02/2020;terça-feira;17:20:00;PR;153;405;MALLET;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;2;0;1;0;1;0;1;1;-26,00522;-50,84044;SR-PR;DEL7/2;UOP02/PR
267126;04/02/2020;terça-feira;20:05:00;PR;476;146,7;CURITIBA;Falta de Atenção à Condução;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Ignorado;Dupla;Reta;Sim;2;0;1;0;0;1;1;1;-25,55119;-49,33011;SR-PR;DEL7/1;UOP04/PR
267127;04/02/2020;terça-feira;19:00:00;GO;60;103;ANAPOLIS;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Desvio Temporário;Não;2;0;2;0;0;0;2;1;-16,4098;-48,9913;SR-GO;DEL1/2;UOP01/GO
267129;04/02/2020;terça-feira;20:35:00;RS;290;577;ALEGRETE;Falta de Atenção à Condução;Danos eventuais;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Simples;Rotatória;Não;2;0;0;0;2;0;0;2;-29,81559;-55,74437;SR-RS;DEL9/13;UOP02/RS
267130;04/02/2020;terça-feira;18:00:00;RS;153;400,5;CACHOEIRA DO SUL;Ingestão de Álcool;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;1;0;2;0;1;2;-30,01155;-52,92076;SR-RS;DEL9/2;UOP03/RS
267131;04/02/2020;terça-feira;20:00:00;RN;304;49;MOSSORO;Falta de Atenção à Condução;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;1;0;0;2;1;-5,236461;-37,3175;SR-RN;DEL15/4;UOP01/RN
267132;04/02/2020;terça-feira;19:25:00;MT;364;882;CAMPO NOVO DO PARECIS;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-13,7174;-57,89442;SR-MT;DEL2/4;UOP01/MT
267133;04/02/2020;terça-feira;20:45:00;MG;116;690,9;MURIAE;Velocidade Incompatível;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Curva;Não;3;0;1;0;1;1;1;1;-21,01876;-42,36118;SR-MG;DEL4/7;UOP02/MG
267134;04/02/2020;terça-feira;15:05:00;PI;135;477;MONTE ALEGRE DO PIAUI;Defeito na Via;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Simples;Reta;Não;1;1;0;0;0;0;0;1;-9,66373;-45,11343;SR-PI;DEL17/3;UOP02/PI
267135;04/02/2020;terça-feira;17:00:00;BA;116;269;TUCANO;Fenômenos da Natureza;Queda de ocupante de veículo;Com Vítimas Fatais;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;1;1;0;0;0;0;0;1;-10,92749;-38,82095;SR-BA;DEL10/7;UOP02/BA
267136;04/02/2020;terça-feira;16:00:00;BA;242;364;LENCOIS;Velocidade Incompatível;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;5;0;0;1;4;0;1;5;-12,46266;-41,42014;SR-BA;DEL10/6;UOP01/BA
267138;04/02/2020;terça-feira;21:15:00;SP;116;227;SAO PAULO;Defeito Mecânico no Veículo;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Sim;2;0;2;0;0;0;2;1;-23,49659;-46,55649;SR-SP;DEL6/1;UOP01/SP
267139;04/02/2020;terça-feira;20:30:00;PE;101;77,5;RECIFE;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;4;0;1;0;3;0;1;1;-8,126982;-34,94386;SR-PE;DEL11/1;UOP01/PE
267140;04/02/2020;terça-feira;20:01:00;SC;101;440,1;SANTA ROSA DO SUL;Falta de Atenção do Pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;2;0;0;1;1;0;1;1;-29,1242;-49,6672;SR-SC;DEL8/2;UOP02/SC
267141;04/02/2020;terça-feira;14:20:00;RO;364;831,8;PORTO VELHO;Defeito na Via;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Simples;Reta;Não;1;1;0;0;0;0;0;1;-9,347603;-64,64478;SR-RO;DEL21/1;UOP02/RO
267142;04/02/2020;terça-feira;20:20:00;RO;364;237,3;CACOAL;Falta de Atenção à Condução;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;Não Informado;Sim;3;0;1;0;2;0;1;2;-11,44219;-61,44891;SR-RO;DEL21/2;UOP02/RO
267143;04/02/2020;terça-feira;17:15:00;RO;364;384;OURO PRETO DO OESTE;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Simples;Não Informado;Sim;7;0;3;0;4;0;3;3;-10,71525;-62,25065;SR-RO;DEL21/2;UOP01/RO
267144;04/02/2020;terça-feira;21:00:00;MG;381;484,4;BETIM;Mal Súbito;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Dupla;Retorno Regulamentado;Sim;1;1;0;0;0;0;0;1;-19,95532;-44,11722;SR-MG;DEL4/1;UOP03/MG
267145;04/02/2020;terça-feira;19:00:00;SC;470;2;NAVEGANTES;Desobediência às normas de trânsito pelo condutor;Colisão lateral;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-26,86855;-48,67483;SR-SC;DEL8/4;UOP04/SC
267146;04/02/2020;terça-feira;18:20:00;AL;423;84,4;DELMIRO GOUVEIA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Anoitecer;Decrescente;Chuva;Simples;Reta;Não;2;0;1;0;1;0;1;1;-9,34305;-38,01997;SR-BA;DEL10/7;UOP01/BA
267147;04/02/2020;terça-feira;19:00:00;PI;343;622;FLORIANO;Defeito na Via;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;0;1;0;0;0;1;1;-6,957578;-43,2222;SR-PI;DEL17/3;UOP01/PI
267148;04/02/2020;terça-feira;21:00:00;RJ;101;334;RIO DE JANEIRO;Desobediência às normas de trânsito pelo condutor;Engavetamento;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Reta;Sim;4;0;3;0;1;0;3;3;-22,88518;-43,21704;SR-RJ;UOP01;DEL02
267149;04/02/2020;terça-feira;22:20:00;PR;373;182,9;PONTA GROSSA;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Reta;Sim;1;0;1;0;0;0;1;1;-25,03936;-50,27676;SR-PR;DEL7/3;UOP01/PR
267150;04/02/2020;terça-feira;20:50:00;MG;50;82;UBERLANDIA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Não Informado;Sim;2;0;0;1;1;0;1;2;-18,98691;-48,21185;SR-MG;DEL4/15;UOP01/MG
267151;04/02/2020;terça-feira;21:00:00;SC;470;1,5;GASPAR;Desobediência às normas de trânsito pelo condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Reta;Não;3;0;1;0;2;0;1;2;-26,91411;-48,96006;SR-SC;DEL8/4;UOP01/SC
267152;04/02/2020;terça-feira;15:35:00;RO;364;341;JI-PARANA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Sim;2;0;2;0;0;0;2;1;-10,88988;-61,93127;SR-RO;DEL21/2;UOP01/RO
267154;04/02/2020;terça-feira;22:25:00;PR;163;255;TOLEDO;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;2;0;0;1;1;0;1;2;-24,68418;-53,77699;SR-PR;DEL7/6;UOP04/PR
267155;04/02/2020;terça-feira;20:10:00;RJ;393;103;SAPUCAIA;Falta de Atenção à Condução;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Simples;Reta;Não;2;0;1;0;1;0;1;2;-21,87424;-42,66758;SR-RJ;DEL5/6;UOP02/RJ
267156;04/02/2020;terça-feira;21:50:00;PR;277;1;PARANAGUA;Não guardar distância de segurança;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Reta;Sim;2;0;0;1;1;0;1;2;-25,52726;-48,5479;SR-PR;DEL7/1;UOP07/PR
267157;04/02/2020;terça-feira;21:45:00;MG;381;168,8;GOVERNADOR VALADARES;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Ignorado;Simples;Reta;Não;1;0;1;0;0;0;1;1;-18,94199;-42,05975;SR-MG;DEL4/6;UOP01/MG
267158;04/02/2020;terça-feira;22:00:00;SP;116;340,6;MIRACATU;Desobediência às normas de trânsito pelo pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Chuva;Dupla;Não Informado;Não;2;1;0;0;1;0;0;1;-24,00899;-47,1604;SR-SP;DEL6/4;UOP03/SP
267159;04/02/2020;terça-feira;22:35:00;TO;153;333;GUARAI;Ingestão de Álcool;Colisão transversal;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Dupla;Interseção de vias;Sim;5;0;0;0;4;1;0;2;-8,826486;-48,51216;SR-TO;UOP03/TO;
267160;04/02/2020;terça-feira;22:30:00;MT;70;4;BARRA DO GARCAS;Ingestão de Álcool;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Rotatória;Sim;3;0;2;0;1;0;2;2;-15,87907;-52,28563;SR-MT;DEL2/8;UOP01/MT
267161;04/02/2020;terça-feira;17:00:00;SP;116;40,3;CACHOEIRA PAULISTA;Falta de Atenção à Condução;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Chuva;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-22,68081;-45,00689;SR-SP;DEL6/8;UOP01/SP
267162;04/02/2020;terça-feira;23:00:00;MG;50;63;UBERLANDIA;Ingestão de Álcool;Capotamento;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;0;1;0;1;-18,83399;-48,2495;SR-MG;DEL4/15;UOP02/MG
267163;04/02/2020;terça-feira;23:22:00;PR;116;87;PIRAQUARA;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Dupla;Curva;Não;2;0;1;0;1;0;1;1;-25,44107;-49,09244;SR-PR;DEL7/1;UOP01/PR
267165;04/02/2020;terça-feira;22:30:00;MG;381;726,1;CARMO DA CACHOEIRA;Não guardar distância de segurança;Colisão lateral;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Não Informado;Não;3;0;1;0;1;1;1;2;-21,47551;-45,20308;SR-MG;DEL4/4;UOP02/MG
267166;05/02/2020;quarta-feira;00:45:00;ES;101;65,7;SAO MATEUS;Falta de Atenção à Condução;Colisão com objeto estático;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;1;0;1;0;0;0;1;1;-18,70936;-39,87762;SR-ES;DEL12/4;UOP02/ES
267167;05/02/2020;quarta-feira;01:40:00;MS;163;496,5;JARAGUARI;Ingestão de Álcool;Colisão com objeto estático;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1;0;0;0;1;0;0;1;-20,35986;-54,52553;SR-MS;DEL3/1;UOP02/MS
267169;04/02/2020;terça-feira;23:40:00;SC;280;3;SAO FRANCISCO DO SUL;Mal Súbito;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Simples;Reta;Sim;1;0;1;0;0;0;1;1;-26,24532;-48,61556;SR-SC;DEL8/3;UOP03/SC
267170;05/02/2020;quarta-feira;03:40:00;SE;101;157,3;ESTANCIA;Fenômenos da Natureza;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Simples;Não Informado;Não;4;0;1;1;2;0;2;1;-11,28638;-37,46183;SR-SE;DEL20/2;UOP01/SE
267195;05/02/2020;quarta-feira;04:30:00;MG;381;728,1;CARMO DA CACHOEIRA;Velocidade Incompatível;Colisão com objeto estático;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Curva;Não;4;0;3;0;1;0;3;1;-21,52361;-45,22482;SR-MG;DEL4/4;UOP02/MG
267203;05/02/2020;quarta-feira;05:25:00;CE;116;235,2;ALTO SANTO;Falta de Atenção à Condução;Tombamento;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;Não Informado;Não;3;0;1;0;2;0;1;1;-5,420433;-38,28841;SR-CE;DEL16/3;UOP01/CE
267204;05/02/2020;quarta-feira;05:30:00;BA;110;348;ALAGOINHAS;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Amanhecer;Decrescente;Nevoeiro/Neblina;Simples;Curva;Sim;4;2;1;0;1;0;1;3;-12,2696;-38,37452;SR-BA;DEL10/1;UOP04/BA
267205;05/02/2020;quarta-feira;06:40:00;SC;101;40,7;JOINVILLE;Falta de Atenção à Condução;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Curva;Sim;1;0;1;0;0;0;1;1;-26,27176;-48,89468;SR-SC;DEL8/3;UOP01/SC
267206;05/02/2020;quarta-feira;05:50:00;SC;282;48,4;AGUAS MORNAS;Pista Escorregadia;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;1;0;1;0;0;0;1;1;-27,71495;-48,94053;SR-SC;UOP03;DEL01
267207;04/02/2020;terça-feira;23:00:00;MG;381;501;BETIM;Falta de Atenção à Condução;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Decrescente;Ignorado;Dupla;Reta;Sim;2;0;0;1;1;0;1;1;-20,03146;-44,23779;SR-MG;DEL4/1;UOP03/MG
